Review_label;Autor;Year;Geographic_range;Km2;Ecosystem type*;Ecosystem nature;Review_type;N_studies;Time_range;Variables;Variable_type;Factor_Label;Factor
95;Paula Meli;2014;USA, Canada, Spain, Sweden, Austria, Australia, New Zealand, China, Kenya, Philippines, Honduras;38994130;Wetlands;Aquatic;Meta-Analysis;70;16;Lack of economical costs considerations;Barrier;1; Socioeconomic knowledge
1;Chunbo Huang;2019;China;9596961;Several;Terrestrial;Meta-Analysis;103;20;Limitations on the comparission of effectiviness of active and passive restoration approach;Barrier;13; Research about restoration practices
1;Chunbo Huang;2019;China;9596961;Several;Terrestrial;Meta-Analysis;103;20;Climate and altitude variability;Booster;23; Intrinsic abiotic factors
1;Chunbo Huang;2019;China;9596961;Several;Terrestrial;Meta-Analysis;103;20;Land use;Barrier;20;Historical land-use
4;Bingquian Su;2018;China;9596961;Several;Terrestrial;Meta-Analysis;66;20;Indiscriminately increasing planting density;Barrier;14; Restoration techniques
4;Bingquian Su;2018;China;9596961;Several;Terrestrial;Meta-Analysis;66;20;Lack of environmental conditions integration;Barrier;19; Context-specific factor consideration
4;Bingquian Su;2018;China;9596961;Several;Terrestrial;Meta-Analysis;66;20;Limited knowledge about vegetation management;Barrier;13; Research about restoration practices
8;Helen Fox;2018;Wisconsin (USA), Florida (USA), China, Scotland, Denmark, Reunion Island, Taiwan, Zambia, Botswana, India, Thailand;15358347;Several;All kinds;Review;85;20;Power dynamics: communities engagement;Booster;5; Societal integration
8;Helen Fox;2018;Wisconsin (USA), Florida (USA), China, Scotland, Denmark, Reunion Island, Taiwan, Zambia, Botswana, India, Thailand;15358347;Several;All kinds;Review;85;20;Ignoring and/or generating negative livelihood impacts ;Barrier;5; Societal integration
8;Helen Fox;2018;Wisconsin (USA), Florida (USA), China, Scotland, Denmark, Reunion Island, Taiwan, Zambia, Botswana, India, Thailand;15358347;Several;All kinds;Review;85;20;s;Barrier;12; Methodological limitations
11;Michelle Browne;2018;North America and Europe;33813760;Wetlands;Aquatic;Systematic review;63;20;Geographical mismatch of research;Barrier;8; Geographic bias
11;Michelle Browne;2018;North America and Europe;33813760;Wetlands;Aquatic;Systematic review;63;20;Lack of  postimplementation monitoring;Barrier;15; Success assessment and evaluation
11;Michelle Browne;2018;North America and Europe;33813760;Wetlands;Aquatic;Systematic review;63;20;Quantitative data of monitoring;Booster;15; Success assessment and evaluation
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Lack of integration of restoration costs into the activity that caused the degradation;Barrier;3; Economic costs of restoration
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Lack of institutional frameworks for ecosystem restoration;Barrier;4; Policies and governance
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Inadequate technology;Barrier;17; Instruments, technology and resources
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Lack of societal involvement;Barrier;5; Societal integration
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Lack of long-term funding;Barrier;18; Temporal scale of the restoration projects
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Weaknesses at monitoring and evaluating;Barrier;15; Success assessment and evaluation
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Inadequate scientifical knowledge of restoration failures ;Barrier;12; Methodological limitations
13;R.P. Sapkota;2018;Not specified*;NA;Several;All kinds;Review;51;20;Lack of communication of success or failures;Barrier;12; Methodological limitations
16;Tsipe Aavik;2017;Not specified*;NA;Forests;Terrestrial;Review;28;20;Introduction of genitically impoverished propagules;Barrier;14; Restoration techniques
16;Tsipe Aavik;2017;Not specified*;NA;Forests;Terrestrial;Review;28;20;Presence of pollen and propagule vectors;Booster;24; Intrinsic biotic factors
16;Tsipe Aavik;2017;Not specified*;NA;Forests;Terrestrial;Review;28;20;Lost of traditional grazing methods;Barrier;21; Ongoing degradation
16;Tsipe Aavik;2017;Not specified*;NA;Forests;Terrestrial;Review;28;20;Creating wildflower strips or hedgerows in unsuitable matrix;Booster;14; Restoration techniques
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of coherence between the environmental and sectoral EU policies ;Barrier;4; Policies and governance
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of transparency and inhibitation of transversal cooperation from CFP;Barrier;4; Policies and governance
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of understanding of the impacts of Invasive Alien Species;Barrier;22; Invasive species 
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Multiplicity of criteria in relation with invasive species;Barrier;22; Invasive species 
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Non-deliberate introduction of invasive species;Barrier;22; Invasive species 
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of instruments to tackle aquatic litter and pollution;Barrier;17; Instruments, technology and resources
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of strong policy support to do restoration and deal with past alterations ;Barrier;4; Policies and governance
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Lack of instruments on current drivers (e.g. transport, energy) to tackle new morphological alterations ;Barrier;17; Instruments, technology and resources
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Limited range of instruments on state (e.g. water quantity);Barrier;17; Instruments, technology and resources
20;Josselin Rouillard;2018;Europe;10180000;Several;Aquatic;Review;72;20;Unclear instruments to tackle drivers (e. g. promote less water intensive economic activities) ;Barrier;17; Instruments, technology and resources
31;Yanjiao Ren;2017;China;9596961;Forests;Terrestrial;Meta-Analysis;172;20;Chosing of a reference site;Booster;16; Project planning and goal definition
31;Yanjiao Ren;2017;China;9596961;Forests;Terrestrial;Meta-Analysis;172;20;Pasive restoration ;Booster;14; Restoration techniques
31;Yanjiao Ren;2017;China;9596961;Forests;Terrestrial;Meta-Analysis;172;20;Limited funding and labour;Barrier;6; Funding
31;Yanjiao Ren;2017;China;9596961;Forests;Terrestrial;Meta-Analysis;172;20;Mismatch between experimental scales and projects;Barrier;25; Spatial scale
36;Lingfei Yu;2017;USA;9371174;Wetlands;Aquatic;Meta-Analysis;48;20;Lack of long-term data;Barrier;18; Temporal scale of the restoration projects
36;Lingfei Yu;2017;USA;9371174;Wetlands;Aquatic;Meta-Analysis;48;20;Temperature;Booster;23; Intrinsic abiotic factors
50;Robert L. France;2016;Iceland, Canada, USA, Australia;27200064;Several;All kinds;Review;42;20;Lack of clarity in setting objectives;Barrier;16; Project planning and goal definition
50;Robert L. France;2016;Iceland, Canada, USA, Australia;27200064;Several;All kinds;Review;42;20;Lack of societal integration on adaptive management approaches;Barrier;5; Societal integration
50;Robert L. France;2016;Iceland, Canada, USA, Australia;27200064;Several;All kinds;Review;42;20;No links between restoration, policies and society;Barrier;5; Societal integration
50;Robert L. France;2016;Iceland, Canada, USA, Australia;27200064;Several;All kinds;Review;42;20;Location dependance;Booster;5; Societal integration
50;Robert L. France;2016;Iceland, Canada, USA, Australia;27200064;Several;All kinds;Review;42;20;Lack of effectiveness of the governance;Barrier;4; Policies and governance
51;Cristina Adams;2016;Global;54870139;Forests;Terrestrial;Review;46;20;Understimation of local knowledge;Barrier;5; Societal integration
51;Cristina Adams;2016;Global;54870139;Forests;Terrestrial;Review;46;20;Land tenure;Booster;2; Land-tenure rights
51;Cristina Adams;2016;Global;54870139;Forests;Terrestrial;Review;46;20;Bottom-up participatory initiatives;Booster;5; Societal integration
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Lack of runoff due to societal use of hydric resources;Barrier;21; Ongoing degradation
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Pollution of water;Barrier;21; Ongoing degradation
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Dikes and constructions;Barrier;21; Ongoing degradation
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Lack of natural elements in the river as branches in concrete watercourses;Barrier;21; Ongoing degradation
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Tourism impact on soil ;Barrier;21; Ongoing degradation
56;Yonghua Zhu;2016;China;9596961;Rivers;Aquatic;Review;42;20;Agricultural activies;Barrier;21; Ongoing degradation
72;Fang Chen;2016;China;9596961;Several;Terrestrial;Review;34;20;Economical cost;Barrier;3; Economic costs of restoration
72;Fang Chen;2016;China;9596961;Several;Terrestrial;Review;34;20;Improvement of tailings sand fertility;Booster;14; Restoration techniques
72;Fang Chen;2016;China;9596961;Several;Terrestrial;Review;34;20;Lack of funding;Barrier;6; Funding
75;Rebecca Lave;2016;USA;9371174;Rivers;Aquatic;Review;20;20;Public participation;Booster;5; Societal integration
75;Rebecca Lave;2016;USA;9371174;Rivers;Aquatic;Review;20;20;Colateral environmental injustice ;Barrier;5; Societal integration
79;Ting-ting Jiang;2015;China;9596961;Wetlands;Oceanic;Review;28;20;Use of introduced species by prior restoration plans;Barrier;14; Restoration techniques
79;Ting-ting Jiang;2015;China;9596961;Wetlands;Oceanic;Review;28;20;Complexity of development of a protection and management scheme ;Barrier;4; Policies and governance
79;Ting-ting Jiang;2015;China;9596961;Wetlands;Oceanic;Review;28;20;Weaknesses of policies;Barrier;4; Policies and governance
79;Ting-ting Jiang;2015;China;9596961;Wetlands;Oceanic;Review;28;20;Priority of economic growth;Barrier;4; Policies and governance
79;Ting-ting Jiang;2015;China;9596961;Wetlands;Oceanic;Review;28;20;Poor quality of the pollution monitoring network;Barrier;15; Success assessment and evaluation
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Lack of needed infrastructure for genetics studies ;Barrier;8; Geographic bias
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Lack of knowledge about fauna genetics;Barrier;11; Knowledge on genetics
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Use of generalized guide-lines;Barrier;19; Context-specific factor consideration
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Lack of understanding of biodiversity-ecosystem services-genetics relation;Barrier;11; Knowledge on genetics
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Choosing a suitable donor population;Booster;11; Knowledge on genetics
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Baseline data for monitoring;Booster;15; Success assessment and evaluation
88;Jose Luis Mijangos;2015;North America and Australia;31374980;Several;All kinds;Meta-Analysis;160;20;Lack of awareness of genetics in ecosystem restoration;Barrier;11; Knowledge on genetics
92;Miltiadis Zamparas;2014;The Netherlands, UK, Australia Occidental, New Zealand, Germany, Washington State (USA), Alberta (Canada);4402336;Lakes;Aquatic;Review;16;20;Considerable disadvantages of biochemical techniques;Barrier;14; Restoration techniques
92;Miltiadis Zamparas;2014;The Netherlands, UK, Australia Occidental, New Zealand, Germany, Washington State (USA), Alberta (Canada);4402336;Lakes;Aquatic;Review;16;20;Confounding effects between P and N control ;Barrier;14; Restoration techniques
92;Miltiadis Zamparas;2014;The Netherlands, UK, Australia Occidental, New Zealand, Germany, Washington State (USA), Alberta (Canada);4402336;Lakes;Aquatic;Review;16;20;Lack of consideration of diffuse pollution sources;Barrier;25; Spatial scale
92;Miltiadis Zamparas;2014;The Netherlands, UK, Australia Occidental, New Zealand, Germany, Washington State (USA), Alberta (Canada);4402336;Lakes;Aquatic;Review;16;20;Lack of long-term effects knowledge;Barrier;18; Temporal scale of the restoration projects
99;Lauren E. Parry;2013;United Kingdom;243610;Wetlands;Aquatic;Review;50;20;Climatic factors that limit revegetation;Barrier;23; Intrinsic abiotic factors
99;Lauren E. Parry;2013;United Kingdom;243610;Wetlands;Aquatic;Review;50;20;Understanding peak flow response is complex;Barrier;10; Knowledge on ecosystem structure and function
103;Pascal Jouquet;2014;UK, Vietnam, The Netherlands, Japan, Sweden, Australia;9186115;Several;Terrestrial;Review;55;20;Limitations of the abiotic requirements of the earthworms;Barrier;14; Restoration techniques
103;Pascal Jouquet;2014;UK, Vietnam, The Netherlands, Japan, Sweden, Australia;9186115;Several;Terrestrial;Review;55;20;Excessive labour requirements of techniques;Barrier;6; Funding
103;Pascal Jouquet;2014;UK, Vietnam, The Netherlands, Japan, Sweden, Australia;9186115;Several;Terrestrial;Review;55;20;Lack of field study;Barrier;12; Methodological limitations
120;Yadav Uprety;2012;New Zeland, Tanzania, Philippines, México, Canada, Nepal, African Sahel, China, Thailand, India, Belize, Cameroon;30559986;Several;All kinds;Review;23;20;Incoporation of traditional knowledge;Booster;5; Societal integration
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;57;20;Landscape scale disturbances;Barrier;25; Spatial scale
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;57;20;Inadequate application of the buffer strip technique;Barrier;14; Restoration techniques
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;57;20;Lack of sufficient time for recovery. ;Barrier;18; Temporal scale of the restoration projects
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;57;20;Legacy of land use;Barrier;20;Historical land-use
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;75;20;Inappropriate scaling of restoration;Barrier;25; Spatial scale
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;75;20;Inappropriate timing of monitoring;Barrier;18; Temporal scale of the restoration projects
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;75;20;Inappropriate indicators and indicator groups;Barrier;15; Success assessment and evaluation
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;75;20;Presence of multiple pressures not addressed by restoration;Barrier;19; Context-specific factor consideration
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;75;20;Complexity of processes;Barrier;10; Knowledge on ecosystem structure and function
128;Christian K. Feld;2011;North America and Europe;33813760;Rivers;Aquatic;Review;31;20;Geomorphological degradation caused by dams;Barrier;21; Ongoing degradation
130;Katharine N. Suding;2011;Global;54870139;Several;All kinds;Review;130;20;Limited monitoring;Barrier;15; Success assessment and evaluation
130;Katharine N. Suding;2011;Global;54870139;Several;All kinds;Review;100;20;Limited access to monitoring data;Barrier;9; Integration of existing scientific knowledge 
130;Katharine N. Suding;2011;Global;54870139;Several;All kinds;Review;100;20;Little consensus on standard evaluation criteria;Barrier;9; Integration of existing scientific knowledge 
130;Katharine N. Suding;2011;Global;54870139;Several;All kinds;Review;130;20;Spatial and temporal variability;Barrier;18; Temporal scale of the restoration projects
130;Katharine N. Suding;2011;Global;54870139;Several;All kinds;Review;130;20;Historical and landscape factors;Barrier;20;Historical land-use
135;Jeffrey W. Matthews;2009;Illinois, USA;149998;Wetlands;Aquatic;Review;50;20;Invasive species;Barrier;22; Invasive species 
135;Jeffrey W. Matthews;2009;Illinois, USA;149998;Wetlands;Aquatic;Review;50;20;Nonnative species competition;Barrier;24; Intrinsic biotic factors
135;Jeffrey W. Matthews;2009;Illinois, USA;149998;Wetlands;Aquatic;Review;50;20;Propagule limitation;Barrier;24; Intrinsic biotic factors
135;Jeffrey W. Matthews;2009;Illinois, USA;149998;Wetlands;Aquatic;Review;50;20;Use of multiple reference sites;Booster;16; Project planning and goal definition
135;Jeffrey W. Matthews;2009;Illinois, USA;149998;Wetlands;Aquatic;Review;50;20;Extrapolation from site-specific context to broad scale situations;Barrier;25; Spatial scale
138;Adele M. Reid;2009;Australia;7741220;Several;Terrestrial;Review;95;20;Qualitative evaluation method;Barrier;15; Success assessment and evaluation
138;Adele M. Reid;2009;Australia;7741220;Several;Terrestrial;Review;95;20;Evaluation during and after weed management program;Booster;15; Success assessment and evaluation
138;Adele M. Reid;2009;Australia;7741220;Several;Terrestrial;Review;95;20;Setting realistic and achievable goal ;Booster;16; Project planning and goal definition
138;Adele M. Reid;2009;Australia;7741220;Several;Terrestrial;Review;95;20;Colaboration between weed managers and restoration experts;Booster;9; Integration of existing scientific knowledge 
140;Luzhen Chen;2009;China;9596961;Wetlands;Aquatic;Review;26;20;Pollution upstream;Barrier;25; Spatial scale
140;Luzhen Chen;2009;China;9596961;Wetlands;Aquatic;Review;26;20;Use of introduced species by prior restoration plans;Barrier;14; Restoration techniques
140;Luzhen Chen;2009;China;9596961;Wetlands;Aquatic;Review;26;20;Use of mono-species mangroves;Barrier;11; Knowledge on genetics
140;Luzhen Chen;2009;China;9596961;Wetlands;Aquatic;Review;26;20;Lack of standardized evaluation method;Barrier;15; Success assessment and evaluation
140;Luzhen Chen;2009;China;9596961;Wetlands;Aquatic;Review;26;20;International cooperation;Booster;4; Policies and governance
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Floating green algae;Barrier;24; Intrinsic biotic factors
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Low water dynamics;Booster;23; Intrinsic abiotic factors
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Lack of knowledge of structure;Barrier;10; Knowledge on ecosystem structure and function
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Isolation by distance;Barrier;24; Intrinsic biotic factors
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Transplantig from locations that are environmentally similar ;Booster;14; Restoration techniques
142;M.M. van Katwijk;2009;The Netherlands, Germany and Denmark;441981;Marine;Oceanic;Review;46;20;Spreading of risk;Booster;14; Restoration techniques
152;Charles Simenstad;2006;Pacific and Gulf coasts;1990821;Wetlands;Aquatic;Review;45;20;Lack of integration of natural fluctuations and disturbances;Barrier;19; Context-specific factor consideration
152;Charles Simenstad;2006;Pacific and Gulf coasts;1990821;Wetlands;Aquatic;Review;45;20;Landscape scale;Booster;25; Spatial scale
152;Charles Simenstad;2006;Pacific and Gulf coasts;1990821;Wetlands;Aquatic;Review;45;20;Dams upstream;Barrier;21; Ongoing degradation
152;Charles Simenstad;2006;Pacific and Gulf coasts;1990821;Wetlands;Aquatic;Review;45;20;Restricted sources of flora near to the restoration site;Barrier;24; Intrinsic biotic factors
152;Charles Simenstad;2006;Pacific and Gulf coasts;1990821;Wetlands;Aquatic;Review;45;20;High exposure of ecosystem engineers;Barrier;24; Intrinsic biotic factors
154;Maria C. Ruíz-Jaen;2005;North America, Australia ;31374980;Forests;Terrestrial;Systematic Review;468;20;Lack of legislation requirements. ;Barrier;4; Policies and governance
154;Maria C. Ruíz-Jaen;2005;North America, Australia ;31374980;Forests;Terrestrial;Systematic Review;468;20;Economical cost;Barrier;3; Economic costs of restoration
154;Maria C. Ruíz-Jaen;2005;North America, Australia ;31374980;Forests;Terrestrial;Systematic Review;468;20;Temporal scale of the project;Barrier;18; Temporal scale of the restoration projects
154;Maria C. Ruíz-Jaen;2005;North America, Australia ;31374980;Forests;Terrestrial;Systematic Review;468;20;Lack of long-term monitoring and data collection;Barrier;18; Temporal scale of the restoration projects
122;David Moreno-Mateos;2012;Global;54870139;Wetlands;Aquatic;Meta-Analysis;124;21;Seedling sensitive in early stages;Barrier;24; Intrinsic biotic factors
122;David Moreno-Mateos;2012;Global;54870139;Wetlands;Aquatic;Meta-Analysis;124;21;Dispersal limitation ;Barrier;24; Intrinsic biotic factors
122;David Moreno-Mateos;2012;Global;54870139;Wetlands;Aquatic;Meta-Analysis;124;21;Spatial scale;Booster;25; Spatial scale
122;David Moreno-Mateos;2012;Global;54870139;Wetlands;Aquatic;Meta-Analysis;124;21;Regional climate;Booster;23; Intrinsic abiotic factors
77;David Moreno-Mateos;2015;Quebec, Kenya, USA;11493597;Wetlands;Aquatic;Meta-Analysis;115;24;Invasive species;Barrier;22; Invasive species 
77;David Moreno-Mateos;2015;Quebec, Kenya, USA;11493597;Wetlands;Aquatic;Meta-Analysis;115;24;Climatic events;Barrier;23; Intrinsic abiotic factors
77;David Moreno-Mateos;2015;Quebec, Kenya, USA;11493597;Wetlands;Aquatic;Meta-Analysis;115;24;Legacy of land use;Barrier;20;Historical land-use
77;David Moreno-Mateos;2015;Quebec, Kenya, USA;11493597;Wetlands;Aquatic;Meta-Analysis;115;24;Economical costs;Barrier;3; Economic costs of restoration
77;David Moreno-Mateos;2015;Quebec, Kenya, USA;11493597;Wetlands;Aquatic;Meta-Analysis;115;24;Recover of basic physical setting;Booster;14; Restoration techniques
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Lack of integration of site-specific abitotic characteristics;Barrier;19; Context-specific factor consideration
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Integration of ancient knowledge in modern practises;Booster;5; Societal integration
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Increasing of grazing (negative cycle between grazing and policies);Barrier;4; Policies and governance
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Watershed consquences;Barrier;25; Spatial scale
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Lack of payment for ecosystem services;Barrier;7; Payment for ecosystem services
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Lack of direct benefits for local communities;Barrier;5; Societal integration
39;Theib Y. Oweis;2016;Middle East;7207575;Arid zones;Terrestrial;Review;50;25;Land tenure;Barrier;2; Land-tenure rights
40;Cecilia Smith Ramírez;2017;Islands (Global);4331979.737;Forests;Terrestrial;Review;28;25;Lack of research on chemical control method application;Barrier;13; Research about restoration practices
40;Cecilia Smith Ramírez;2017;Islands (Global);4331979.737;Forests;Terrestrial;Review;28;25;Use of pollutants substances;Barrier;14; Restoration techniques
40;Cecilia Smith Ramírez;2017;Islands (Global);4331979.737;Forests;Terrestrial;Review;28;25;Economical costs;Barrier;3; Economic costs of restoration
43;Roxane Andersen;2016;Western Europe;1514993;Wetlands;Aquatic;Review;69;25;Economical costs;Barrier;3; Economic costs of restoration
43;Roxane Andersen;2016;Western Europe;1514993;Wetlands;Aquatic;Review;69;25;Establishing of worth while-goals based on knowledge;Booster;9; Integration of existing scientific knowledge 
43;Roxane Andersen;2016;Western Europe;1514993;Wetlands;Aquatic;Review;69;25;Continuation of the degradation cause;Barrier;21; Ongoing degradation
44;Rodney A. Chimney;2016;North America;23633760;Wetlands;Aquatic;Review;34;25;Lack of knowledge of dynamics;Barrier;10; Knowledge on ecosystem structure and function
44;Rodney A. Chimney;2016;North America;23633760;Wetlands;Aquatic;Review;34;25;Lack of integration of restored elements with the non-degraded ones in peatlands;Barrier;14; Restoration techniques
46;Paula Meli;2017;Global;54870139;Forests;Terrestrial;Meta-Analysis;166;25;Legacy of land use;Barrier;20;Historical land-use
46;Paula Meli;2017;Global;54870139;Forests;Terrestrial;Meta-Analysis;166;25;Stochastical characterisitics of passive restoration;Barrier;15; Success assessment and evaluation
46;Paula Meli;2017;Global;54870139;Forests;Terrestrial;Meta-Analysis;166;25;Lofty goals setting;Barrier;16; Project planning and goal definition
46;Paula Meli;2017;Global;54870139;Forests;Terrestrial;Meta-Analysis;166;25;Research gaps in the comparission of pasive and active restoration;Barrier;13; Research about restoration practices
68;Clive McAlpine;2016;South Australia, Mexico;3007889;Several;Terrestrial;Review;47;25;Temporal scale;Booster;18; Temporal scale of the restoration projects
68;Clive McAlpine;2016;South Australia, Mexico;3007889;Several;Terrestrial;Review;47;25;Different spatial scales perspectives for plants and animals;Barrier;25; Spatial scale
78;Sean C. Thomas;2015;Indonesia, Zambia, Tasmania, Nigeria, Singapore, Finland, Japan, USA, Spain, Sweden, Australia, Canada, Laos;32655642;Forests;Terrestrial;Meta-Analysis;17;25;Limited experimental reproducibility potential;Barrier;12; Methodological limitations
78;Sean C. Thomas;2015;Indonesia, Zambia, Tasmania, Nigeria, Singapore, Finland, Japan, USA, Spain, Sweden, Australia, Canada, Laos;32655642;Forests;Terrestrial;Meta-Analysis;17;25;Reduction of availability of N during biochar use;Barrier;14; Restoration techniques
82;Mia R. Maltz;2015;North America;23633760;Several;Terrestrial;Meta-Analysis;22;25;Mycorrhizal inoculation;Booster;14; Restoration techniques
82;Mia R. Maltz;2015;North America;23633760;Several;Terrestrial;Meta-Analysis;22;25;Fungal inoculum from reference site;Booster;14; Restoration techniques
82;Mia R. Maltz;2015;North America;23633760;Several;Terrestrial;Meta-Analysis;22;25;Use of exotic/commercial mycorrhizal inoculums;Barrier;14; Restoration techniques
82;Mia R. Maltz;2015;North America;23633760;Several;Terrestrial;Meta-Analysis;22;25;Lack of research in tropical areas;Barrier;8; Geographic bias
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea, South Africa;38586080;Rivers;Aquatic;Review;169;25;Limited dismantling of dams and levees;Barrier;21; Ongoing degradation
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Limited dispersal of target-species;Barrier;24; Intrinsic biotic factors
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Paucity of soil seed bank;Barrier;20;Historical land-use
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of landscape scale evaluation ;Barrier;25; Spatial scale
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of long-term monitoring;Barrier;18; Temporal scale of the restoration projects
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of reference site basis use;Barrier;16; Project planning and goal definition
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of scientific resources production (hypothesis, understanding of processes);Barrier;12; Methodological limitations
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of statistical analysis;Barrier;12; Methodological limitations
85;Eduardo González;2015;USA, China, Europe, Australia, Japan, South Korea;38586080;Rivers;Aquatic;Review;169;25;Lack of reported fails;Barrier;12; Methodological limitations
90;Eric Higgs;2014;Not specified*;NA;Several;All kinds;Review;59;25;Historical knowledge;Booster;10; Knowledge on ecosystem structure and function
133;Hiromi Yamagawa;2010;Japan;377915;Forests;Terrestrial;Review;60;25;Logging roads;Barrier;21; Ongoing degradation
133;Hiromi Yamagawa;2010;Japan;377915;Forests;Terrestrial;Review;60;25;Hervibores;Barrier;24; Intrinsic biotic factors
133;Hiromi Yamagawa;2010;Japan;377915;Forests;Terrestrial;Review;60;25;Interspecific competition;Barrier;24; Intrinsic biotic factors
133;Hiromi Yamagawa;2010;Japan;377915;Forests;Terrestrial;Review;60;25;Prior land use;Barrier;20;Historical land-use
139;Jose M. Rey Benayas;2009;Global;54870139;Several;All kinds;Meta-Analysis;89;25;Temporal scale ;Booster;18; Temporal scale of the restoration projects
149;John M. Koch;2007;Alcoa Mine (Huntly Bauxite), Western Australia;2645615;Forests;Terrestrial;Review;27;25;Soil compactation overcome;Booster;14; Restoration techniques
149;John M. Koch;2007;Alcoa Mine (Huntly Bauxite), Western Australia;2645615;Forests;Terrestrial;Review;27;25;Long-term processes;Barrier;18; Temporal scale of the restoration projects
